"Table PORT0101: All UK major and minor port freight tonnage traffic, by port and year (filter by direction) from 1965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To view the data in this table, you will need to 'enable editing'. You can either click on the yellow banner at the top or use F2 and select enable content. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This worksheet contains one table and formulas are used in the table. To view all unfiltered data please see the data tab.. Notes are used throughout, please see the notes tab to find the related note text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, 0 is used for a true zero, ""z"" is not applicable and ""LOW"" means the figure is less than half of the smallest unit displayed. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The figures in this table are in thousand tonnes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"To see the years prior to 2000, please click the plus symbol at the top of the page above column AE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Filters are used throughout this table. The drop-down menu is available in cell B8, to use the filter, select the cell, then either click on the arrow and select the value or hold alt and the down arrow then use the left and right arrows to select the value. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direction,Both Directions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ports,Port Group [Note 1],Port Type,1965,1970,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,"2020 
[Note 11, 12] ",2021 [Note 12],2022
Portsmouth,Sussex and Hampshire,Major Port,906,"1,173","1,139","1,070","1,102","1,318","1,308","1,421","1,424","1,217","1,276","1,572","1,991","2,038","2,438","2,848","2,736","2,637","3,291","3,374","3,759","4,194","4,392","4,446","4,543","4,527","4,317","4,521","4,282","4,365","4,222","4,940","4,931","4,205","3,961","3,937","3,954","3,718","3,772","3,487","3,613","3,786","3,776","3,890","3,866","3,488","3,621","3,154","2,982","2,914"
Ramsgate,Thames and Kent,Major Port,46,60,37,37,45,41,45,53,57,186,404,"1,217","1,339","1,296","1,645","1,876","2,527","2,863","3,603","3,768","4,209","4,701","4,829","3,681","2,208","1,869","1,207","1,237","1,432","1,848","1,789","1,702","1,872","1,704","2,015","1,968","1,591","1,739","1,144",879,216,14,26,70,59,84,96,69,42,43
River Trent [Note 5],Humber,Major Port,z,z,z,z,z,z,z,"2,321","2,584","3,263","3,311","4,997","3,764","3,694","3,351","3,347","4,037","3,162","2,821","2,665","2,686","2,774","2,963","2,693","2,587","2,360","2,193","2,450","2,396","2,346","2,309","2,329","1,924","2,062","2,207","1,984","1,096","1,361","1,283","1,244","1,313","1,489","1,173","1,255","1,141","1,109","1,047",712,867,906
Rivers Hull and Humber [Note 5],Humber,Major Port,z,z,z,"6,615","6,202","7,042","7,985","4,142","4,017","4,179","4,994","5,881","6,299","7,010","7,333","8,721","7,991","7,554","7,155","7,140","7,171","6,326","6,389","6,464","7,562","10,197","8,830","9,015","7,846","8,902","10,025","9,242","9,843","9,774","9,370","9,351","9,466","10,034","10,187","10,283","9,674","9,986","8,264","10,155","9,945","10,069","10,699","10,481","9,562","10,957"
Shoreham,Sussex and Hampshire,Major Port,"2,918","2,981","2,212","2,220","2,336","2,628","3,047","2,906","2,605","2,628","2,834","2,652","2,662","2,388","2,333","2,490","2,695","2,641","2,222","2,038","1,837","2,159","2,030","1,598","1,812","1,811","1,708","1,762","1,804","1,786","1,725","1,686","1,828","1,797","1,989","1,792","1,735","1,851","2,081","1,903","1,600","1,826","1,909","2,086","2,063","2,124","1,992","1,796","1,816","1,567"
Southampton,Sussex and Hampshire,Major Port,"24,363","28,226","25,345","27,250","24,445","24,041","25,214","23,887","20,853","21,641","25,287","27,417","25,162","25,738","27,212","31,424","26,116","28,849","31,528","29,803","30,939","31,537","32,383","34,193","33,053","34,259","33,289","34,773","35,689","34,156","35,773","38,431","39,947","40,556","43,815","40,974","37,228","39,365","37,878","38,107","35,797","36,688","37,660","36,046","34,471","34,468","33,151","27,577","27,598","31,278"
Stranraer [Note 4],Scotland West Coast,Major Port,45,378,977,"1,097","1,290","1,291","1,270","1,009",973,"1,332","1,424","1,527","1,485","1,554","1,535","1,653","1,775","1,737","1,751","1,591","1,717","1,813","1,868","1,646","1,794","1,780","1,690","1,506","1,404","1,273","1,274","1,277","1,165","1,222","1,231","1,190","1,177","1,017",986,z,z,z,z,z,z,z,z,z,z,z
Sullom Voe,Scotland East Coast,Major Port,z,z,z,z,z,"1,126","19,973","28,519","39,086","46,273","54,326","59,692","59,043","57,184","50,027","50,562","40,667","36,011","35,919","41,430","39,374","38,592","38,335","38,162","32,082","31,109","37,680","38,204","31,166","29,376","26,360","23,939","20,541","19,447","16,573","14,539","11,217","11,270","10,153","11,398","6,394","7,185","6,120","6,183","5,179","5,329","7,371","6,829","6,194","5,629"
Sunderland,North East,Major Port,"3,332","2,277","1,924","2,310","1,888","2,424","2,875","2,810","3,313","3,224","3,552","1,224","2,511","2,278","1,825","2,012","2,272","2,533","2,272","2,004","2,079","1,117","1,188","1,219","1,305",999,"1,037",934,"1,021",928,"1,020","1,117",920,904,"1,024",805,651,407,504,455,596,686,748,722,835,870,788,785,953,720
Swansea,Bristol Channel,Major Port,"6,583","8,121","6,547","6,431","5,656","5,920","6,080","5,395","5,116","5,761","5,676","5,557","5,220","5,632","5,078","5,310","5,001","4,857","5,791","5,714","5,370","4,382","3,989","4,139","3,674","3,137","1,650","1,014","1,261","1,069",848,721,695,634,683,589,401,604,561,595,540,527,518,520,542,528,455,430,399,327
Tees & Hartlepool,North East,Major Port,"12,116","22,719","20,182","31,848","31,447","34,064","40,242","39,379","35,585","35,733","33,840","32,638","30,556","30,695","33,899","37,408","39,292","40,248","42,857","43,392","42,741","42,994","46,076","44,639","51,249","51,453","49,316","51,473","50,842","50,447","53,842","53,819","55,790","53,348","49,779","45,436","39,163","35,697","35,198","33,967","37,641","39,537","35,849","26,873","28,447","28,836","28,156","29,256","26,831","25,378"
Tyne,North East,Major Port,"8,971","7,647","5,555","5,256","5,540","5,738","6,384","5,730","6,180","6,076","5,608","4,012","5,421","6,548","7,057","7,619","7,596","6,298","5,952","5,684","3,945","3,809","4,099","2,954","2,083","2,136","2,210","2,391","2,469","2,656","2,763","2,973","3,357","4,077","4,613","5,417","3,540","3,217","5,332","6,494","8,116","6,701","4,995","3,655","3,253","4,404","4,681","3,855","3,972","3,132"
Warrenpoint,Northern Ireland,Major Port,z,z,z,z,z,z,z,717,554,651,748,736,811,769,"1,003","1,083","1,189","1,413","1,461","1,616","1,949","2,131","1,683",976,"1,344","1,563","1,715","1,676","1,480","1,826","1,880","1,967","2,436","2,307","1,999","2,119","1,841","2,327","2,425","2,429","2,707","2,866","2,920","3,169","3,259","3,446","3,321","3,199","3,613","3,240"
Total Major Ports,Total Major Ports,Major Port,"295,526","347,516","311,487","338,438","345,032","364,342","396,993","392,737","382,692","396,938","408,378","424,574","426,432","430,841","436,122","464,698","454,333","467,527","472,732","476,497","487,177","518,857","529,162","533,484","541,598","551,036","549,269","555,612","549,455","542,114","538,977","558,183","570,145","568,763","566,617","548,079","489,556","498,488","506,996","489,450","491,755","491,856","485,729","472,772","470,683","472,056","471,739","428,994","435,386","449,597"
Anglesey Marine Terminal,West and North Wales,Minor Port,z,z,z,z,"3,043","5,093","5,770","6,831","5,830","5,917","3,435","6,470","7,763","7,388","7,723","1,083",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Appledore,Bristol Channel,Minor Port,z,z,z,z,z,z,z,z,z,96,118,95,89,108,124,126,107,110,90,69,59,78,94,86,91,90,83,92,98,85,78,12,90,75,64,66,46,51,37,38,31,28,26,19,11,0,0,0,0,0
Ardrishaig,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,13,12,10,10,14,17,13,15,15,10,2,2,9,33,4,4,10,5,47,45,54,98,133,136,171,149,107,63,111,124,59,100,109,107,57,45,12,62,65,26,25
Ayr,Scotland West Coast,Minor Port,972,569,634,600,659,694,808,835,744,761,880,377,784,563,818,656,"1,042","1,220","1,200",693,467,488,594,636,499,346,229,283,274,241,291,401,418,419,553,557,335,558,402,304,470,355,280,306,240,270,339,281,281,233
Bangor,Northern Ireland,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,3,0,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Barnstaple [Note 8, 9]",Bristol Channel,Minor Port,z,z,z,z,z,z,z,z,z,132,127,136,128,128,159,150,150,157,164,141,54,43,35,30,26,42,45,24,23,37,35,87,26,2,z,z,z,z,z,z,46,35,28,11,15,53,0,0,0,0
Barra Castlebay,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Barrow,Lancs and Cumbria,Minor Port,305,133,67,70,67,89,65,44,43,30,40,73,85,101,110,118,114,242,169,233,264,284,274,247,261,275,247,231,225,279,241,206,151,145,192,206,112,320,298,394,169,234,142,118,167,111,144,113,101,180
Barry,Bristol Channel,Minor Port,"2,032","1,808",837,822,896,984,812,760,814,609,641,842,"1,115","1,091",857,"1,041",993,997,926,920,618,498,424,405,384,433,445,597,586,547,457,403,443,515,456,465,327,281,259,274,266,303,300,272,292,314,247,215,202,148
Berwick-On-Tweed,North East,Minor Port,z,56,169,88,95,93,85,63,90,95,79,95,109,127,98,124,122,143,140,124,101,157,169,191,143,139,135,146,110,89,134,89,76,94,83,94,60,65,87,86,101,59,51,50,41,35,46,29,29,86
Bideford,Bristol Channel,Minor Port,z,z,z,z,z,z,z,z,z,41,43,47,49,58,58,57,66,78,61,62,73,56,70,72,65,106,78,81,75,22,43,39,42,57,62,31,14,15,46,54,22,13,13,15,13,9,9,8,11,3
Blyth,North East,Minor Port,"5,406","3,458","3,399","3,152","2,941","2,852","3,410","3,463","4,888","4,358","4,073","1,850","3,769","3,303","3,227","2,468","2,143","1,671","1,339",809,"1,355","1,300","1,173",894,801,"1,135",807,933,761,786,885,892,915,"1,147","1,464","1,069",766,842,"1,094",701,577,505,638,744,639,528,568,449,598,528
Bridgwater,Bristol Channel,Minor Port,405,640,434,404,461,459,473,465,453,431,419,474,431,446,388,151,165,165,131,127,80,77,80,88,69,67,59,84,104,86,101,105,106,91,50,46,31,40,45,46,37,38,59,72,86,71,31,10,1,1
Bridport,West Country,Minor Port,z,z,z,z,z,z,z,z,z,5,6,6,7,1,2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Brightlingsea [Note 6],Thames and Kent,Minor Port,z,z,z,z,z,z,z,71,50,48,92,398,510,612,413,536,498,371,241,208,141,236,111,154,153,140,142,65,248,76,125,138,118,97,103,82,20,31,31,18,9,14,9,22,73,60,85,56,56,56
Buckie,Scotland East Coast,Minor Port,z,z,z,z,z,z,z,z,z,32,38,67,119,90,77,51,55,49,62,67,85,72,73,114,116,142,150,119,100,96,76,79,96,95,108,102,105,108,113,90,110,74,83,91,79,84,76,99,81,108
Burghead,Scotland East Coast,Minor Port,z,z,z,z,z,z,z,z,z,15,7,7,5,6,2,4,4,44,30,31,31,33,19,16,14,3,11,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Burry Port,Bristol Channel,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,86,91,100,71,87,102,73,110,85,120,103,158,178,152,138
Caernarfon,West and North Wales,Minor Port,64,113,105,104,100,104,113,115,104,107,110,108,103,107,98,36,31,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Carrickfergus,Northern Ireland,Minor Port,z,z,z,z,z,z,z,222,229,239,294,272,295,338,310,362,365,320,129,71,67,76,32,11,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Charlestown,West Country,Minor Port,z,z,z,z,z,z,z,z,z,45,61,63,56,64,55,56,41,59,48,48,34,28,11,10,2,6,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Chichester,Sussex and Hampshire,Minor Port,z,z,z,z,z,z,z,z,z,297,426,352,321,341,490,397,360,276,318,348,256,349,360,295,223,474,622,311,402,362,357,325,155,165,226,160,115,106,112,84,141,91,129,179,161,167,30,0,0,0
Colchester,Thames and Kent,Minor Port,581,702,696,687,782,868,813,964,932,"1,177","1,066","1,520","1,198","1,145",993,987,931,741,546,418,496,424,490,450,380,330,207,163,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Coleraine,Northern Ireland,Minor Port,z,z,z,z,z,z,z,158,171,191,176,73,180,194,136,138,113,38,58,43,36,16,13,22,23,21,7,21,45,54,54,53,67,55,74,61,33,41,39,39,25,30,34,39,52,46,43,27,41,42
Corpach,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,7,5,16,24,34,53,53,19,45,44,48,57,44,39,11,11,8,1,0,0,0,0,2,0,0,0,161,121,150,140,211,227,291,184,148,198,228,212,129,129,129
"Cowes, Isle of Wight",Sussex and Hampshire,Minor Port,z,218,116,149,169,182,209,259,220,230,235,326,304,268,318,346,399,351,351,290,247,265,333,238,238,310,412,434,480,213,281,193,179,235,266,252,149,257,223,298,181,211,222,263,341,282,219,155,161,122
Craignure,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Dartmouth,West Country,Minor Port,z,z,z,z,z,z,z,z,z,16,16,15,13,13,9,8,6,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Dean Point Quarry,West Country,Minor Port,z,z,z,z,z,z,z,z,z,255,242,224,214,209,221,161,168,197,217,128,113,76,129,72,59,93,74,109,218,187,195,147,40,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Dutch River Wharf,Humber,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,12,1,4,5,2,0,0,0,1,0,0,0,0,0,0,0,z,z,z,z,z,z,z
Exmouth,West Country,Minor Port,129,101,144,210,177,207,251,220,309,403,477,585,572,558,585,564,569,37,38,58,57,38,38,43,46,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z
Falmouth,West Country,Minor Port,296,333,466,245,284,241,588,400,313,299,276,253,221,218,325,485,524,591,657,502,417,378,504,461,431,484,398,598,471,406,438,352,570,697,753,722,576,540,495,476,360,333,254,214,215,227,223,152,120,86
Fareham,Sussex and Hampshire,Minor Port,z,z,z,z,z,z,z,z,z,104,29,29,65,67,61,83,75,46,41,35,47,76,90,81,69,60,43,48,49,43,49,41,31,23,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Folkestone,Thames and Kent,Minor Port,15,z,359,329,358,410,489,434,471,594,526,554,476,501,476,539,626,659,473,180,204,411,73,34,347,634,462,560,251,0,112,77,94,13,25,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Fosdyke,Wash & Northern E Anglia,Minor Port,z,z,z,z,z,z,z,z,z,48,66,81,101,121,128,120,105,81,59,36,23,41,41,33,39,32,39,56,46,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Fraserburgh,Scotland East Coast,Minor Port,z,z,z,z,z,z,z,z,z,90,96,192,155,173,207,221,219,66,65,33,20,24,59,44,75,55,73,89,100,117,100,131,107,93,100,75,90,80,83,81,90,76,62,66,61,50,70,34,46,54
Garlieston,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,3,3,8,3,1,0,1,2,2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Garston [Note 12],Lancs and Cumbria,Minor Port,"1,493","1,886","1,120","1,129","1,292","1,191","1,189","1,147","1,390","1,698","1,549",910,"1,465","1,652","1,596","1,499","1,103",756,735,614,674,747,763,684,588,572,522,472,462,443,433,511,532,570,515,467,505,555,602,623,602,499,530,556,613,492,490,476,612,496
Gill's Bay Scotland,Scotland East Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,15,0,0,0,0,37,49,48,79,64,40,62,75,83,87,85,80,73,81,75,64
Girvan,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,6,6,5,5,6,9,4,18,18,16,13,1,4,1,0,0,0,3,2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Gweek,West Country,Minor Port,z,z,z,z,z,z,z,z,z,1,0,0,0,0,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Hughtown (St Mary's),West Country,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,12,21,20,17,14,37,21,18,15,15,13,11,14,13
Inverkeithing [Note 12],Scotland East Coast,Minor Port,z,z,z,z,z,z,z,z,z,1,60,~,6,0,38,47,50,77,67,189,274,188,223,186,152,140,55,225,230,287,274,213,258,284,222,181,98,170,156,172,127,168,194,213,178,175,158,127,147,178
Inverness,Scotland East Coast,Minor Port,188,275,448,489,481,508,523,520,585,624,714,774,765,658,615,578,588,644,658,737,724,778,725,745,769,763,783,724,714,686,727,726,665,671,684,697,651,671,599,521,563,475,566,664,565,672,645,572,767,673
Irvine,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,8,7,7,6,3,3,2,2,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Killyleagh,Northern Ireland,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,10,6,4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Kilroot,Northern Ireland,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,204,188,254,298,195,322,389,399,422,324,193,239,334,385,245,305,325,428,275,178,406,414,562,467,291,447,217,444,327,262,621,326,285,479,299
King's Lynn,Wash & Northern E Anglia,Minor Port,786,713,"1,032",995,"1,059","1,105","1,027",973,"1,044","1,092","1,012","1,068","1,030","1,343","1,408","1,345","1,186","1,168","1,106","1,066","1,057","1,059",954,"1,002",855,883,945,"1,069",873,"1,019","1,052",718,"1,008",613,578,771,662,723,582,531,459,475,475,508,380,382,410,487,496,421
Kirkcudbright,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,1,1,1,1,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Kyle of Lochalsh,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,32,3,11,7,39,25,14,9,21,17,15,11,2
Lancaster,Lancs and Cumbria,Minor Port,z,85,49,11,19,108,102,134,73,221,224,409,233,164,189,207,250,213,177,159,141,148,129,129,121,126,112,135,117,130,156,115,111,146,123,113,121,141,134,127,158,151,144,158,145,152,144,139,93,83
Larne Bank Quays,Northern Ireland,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,81,89,76,61,55,58,57,12,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Lerwick,Scotland East Coast,Minor Port,z,z,658,652,601,750,817,861,930,"1,007",881,876,986,765,641,725,810,744,729,772,909,883,901,800,687,559,486,521,979,653,616,590,622,541,615,658,560,568,585,670,823,838,746,629,604,513,548,756,559,599
Littlehampton,Sussex and Hampshire,Minor Port,70,202,407,333,274,316,337,297,275,322,441,387,371,301,345,382,317,319,293,232,197,263,249,225,181,128,173,188,210,224,174,93,61,71,72,78,24,23,33,36,29,30,29,26,17,20,31,13,12,16
Llandulas,West and North Wales,Minor Port,z,z,z,z,z,z,z,z,z,677,677,704,836,973,980,865,838,706,802,828,737,845,820,818,574,697,560,715,660,574,485,369,304,389,340,380,256,331,411,226,344,287,197,167,195,221,233,173,155,101
Llanelli,Bristol Channel,Minor Port,z,z,z,z,z,z,z,z,z,36,19,20,19,15,10,10,10,30,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Loch Carnan,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,9,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Lochaline,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,98,110,111,113,130,127,130,129,126,110,102,89,77,73,96,85,71,47,57,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Lossiemouth,Scotland East Coast,Minor Port,z,z,z,z,z,z,z,z,z,3,7,25,3,2,3,1,3,2,2,2,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Lowestoft,Wash & Northern E Anglia,Minor Port,201,235,278,246,348,361,319,365,498,496,470,474,496,644,578,484,588,525,475,550,595,497,520,653,378,269,456,439,319,309,370,242,242,323,237,169,141,178,103,84,89,104,126,89,53,29,90,64,11,14
Macduff,Scotland East Coast,Minor Port,z,z,z,z,z,z,z,z,z,31,45,49,43,55,32,28,34,42,34,38,45,49,35,20,14,20,15,20,9,16,8,8,7,7,5,9,2,0,0,0,0,0,0,z,z,z,z,z,z,z
Magheramorne,Northern Ireland,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,242,78,122,75,65,175,94,109,117,116,113,115,83,10,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Maldon,Thames and Kent,Minor Port,z,z,z,z,z,z,z,z,z,40,27,18,14,22,19,19,19,14,9,6,5,1,1,3,6,6,13,12,4,4,10,7,6,1,0,0,0,0,LOW,0,0,0,LOW,0,LOW,0,0,LOW,LOW,1
Mistley,Haven,Minor Port,z,z,59,72,111,230,121,210,205,240,221,275,191,444,306,464,374,318,229,239,279,247,245,214,217,217,144,150,163,116,116,135,155,160,174,161,108,176,141,134,150,183,144,133,146,141,110,75,88,75
Montrose,Scotland East Coast,Minor Port,z,z,401,510,531,404,479,508,689,743,662,717,663,654,656,570,795,644,614,674,606,609,679,652,616,561,614,721,675,728,798,777,697,640,582,609,423,512,488,518,588,601,493,504,444,534,534,559,589,515
Mostyn,West and North Wales,Minor Port,103,173,135,168,168,199,203,142,210,217,205,230,241,212,235,268,387,304,270,280,200,213,131,125,320,326,359,310,309,871,944,656,203,180,154,139,21,54,69,11,123,45,13,26,7,4,3,9,2,1
Neath,Bristol Channel,Minor Port,z,289,253,269,294,226,156,221,186,195,333,670,765,785,774,818,908,860,779,596,604,539,535,541,525,506,474,466,504,369,383,416,406,464,420,274,206,318,364,253,216,225,192,262,223,122,27,40,85,43
Newlyn,West Country,Minor Port,z,z,z,z,z,z,z,z,z,83,91,73,99,105,95,41,127,18,7,7,6,6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Newport, Isle of Wight",Sussex and Hampshire,Minor Port,z,z,z,z,z,z,z,z,z,95,97,89,92,98,111,66,112,53,47,40,37,36,42,33,32,31,41,37,24,10,14,7,10,12,12,11,11,11,10,14,16,15,22,19,18,20,10,9,8,7
Padstow,West Country,Minor Port,z,z,z,z,z,z,z,z,z,1,19,27,27,30,18,36,110,59,73,40,35,35,45,0,100,80,60,48,35,0,81,64,78,100,115,160,118,126,159,168,163,164,191,199,216,181,206,182,192,186
Par,West Country,Minor Port,940,"1,113",641,697,746,825,866,790,670,642,571,628,594,584,613,723,671,753,799,635,688,696,695,610,605,549,605,558,485,479,348,337,315,209,58,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Penarth,Bristol Channel,Minor Port,285,366,223,281,277,245,206,204,197,245,215,181,92,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Penryn,West Country,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,4,3,~,2,2,1,2,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Penzance,West Country,Minor Port,z,z,z,z,z,z,z,z,z,21,8,8,23,21,18,17,14,12,22,10,9,8,9,10,10,10,11,13,13,12,14,15,15,15,20,17,12,21,21,17,13,14,18,16,15,15,14,11,19,15
Perth,Scotland East Coast,Minor Port,149,186,183,172,133,93,63,81,82,127,160,323,314,314,319,336,356,312,329,271,251,261,238,195,161,240,242,266,218,176,144,159,139,148,144,141,125,103,74,62,60,61,63,33,31,12,29,23,16,6
Port Askaig,Scotland West Coast,Minor Port,z,z,z,z,z,z,z,z,z,z,1,~,1,1,1,2,3,4,3,1,1,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Port Penrhyn,West and North Wales,Minor Port,z,z,z,z,z,z,z,z,z,61,86,79,58,55,93,106,129,90,54,54,70,86,81,180,57,90,58,61,63,60,60,59,57,56,58,65,28,58,61,66,49,45,35,47,40,38,36,21,16,10
Porthoustock,West Country,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,81,71,70,70,0,209,174,190,250,217,162,69,78,82,74,15,60,76,86,81,52
Portrush,Northern Ireland,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,12,4,4,3,3,2,3,0,4,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Preston,Lancs and Cumbria,Minor Port,z,"2,207","1,206",954,965,886,"1,017",749,180,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
Red Bay,Northern Ireland,Minor Port,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2,1,1,1,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
River Ouse [Note 5],Humber,Minor Port,z,z,z,z,z,z,z,510,632,721,721,821,920,"1,046","1,039",882,753,"1,043",594,486,534,515,557,601,582,412,247,302,197,181,236,238,217,234,282,226,196,241,182,157,106,170,188,184,161,158,119,94,96,92
